"Tweet author","Tweet ID","Date posted","Tweet text",URL,Retweets,Favorited,Source
madrid4nyc,"ID 1390088507625033729","Wed May 05 23:38:21 +0000 2021"," RT @nickgillespie: Old enough to remember when the gig economy was seen as a good thing because it allowed flexibility and autonomy for wor…",https://twitter.com/madrid4nyc/statuses/1390088507625033729,7,0,"Twitter Web App"
madrid4nyc,"ID 1390087942832525312","Wed May 05 23:36:06 +0000 2021"," RT @s_damerdji: I support single family homes so much that I support having multiple of them on a single lot",https://twitter.com/madrid4nyc/statuses/1390087942832525312,54,0,"Twitter Web App"
madrid4nyc,"ID 1390087814629449728","Wed May 05 23:35:36 +0000 2021"," @prchovanec did he turn anyone into a newt?  did they get better?",https://twitter.com/madrid4nyc/statuses/1390087814629449728,0,1,"Twitter Web App"
madrid4nyc,"ID 1390077931884531715","Wed May 05 22:56:20 +0000 2021"," RT @mateosfo: I lived in San Francisco for 10 years and could never quite understand how it got its ""progressive"" reputation. 

""Supposedly…",https://twitter.com/madrid4nyc/statuses/1390077931884531715,4,0,"Twitter Web App"
madrid4nyc,"ID 1390077825508470785","Wed May 05 22:55:54 +0000 2021"," RT @mnolangray: A silly feature of all these California housing elements is that they universally talk about zoning like it's some kind imm…",https://twitter.com/madrid4nyc/statuses/1390077825508470785,8,0,"Twitter Web App"
madrid4nyc,"ID 1390077753974829060","Wed May 05 22:55:37 +0000 2021"," RT @AMSResearchOrg: https://t.co/52OY5HjmuA",https://twitter.com/madrid4nyc/statuses/1390077753974829060,7,0,"Twitter Web App"
madrid4nyc,"ID 1390077406355107846","Wed May 05 22:54:14 +0000 2021"," RT @MarketUrbanism: Mandatory Inclusionary Housing is really fucking up the market for small sites in the Bronx. Market-rate developers (wh…",https://twitter.com/madrid4nyc/statuses/1390077406355107846,7,0,"Twitter Web App"
madrid4nyc,"ID 1389979116724752390","Wed May 05 16:23:40 +0000 2021"," RT @grassroothawaii: And who is that ""surprising source?"" Yours truly!

https://t.co/oG3JUq6FiM",https://twitter.com/madrid4nyc/statuses/1389979116724752390,1,0,"Twitter Web App"
madrid4nyc,"ID 1389978801434660877","Wed May 05 16:22:25 +0000 2021"," RT @MarketUrbanism: @jonorcutt @danrivoli Getting rid of the concept of a loading zone and just pricing parking at the market-clearing rate…",https://twitter.com/madrid4nyc/statuses/1389978801434660877,1,0,"Twitter Web App"
madrid4nyc,"ID 1389975892949090307","Wed May 05 16:10:52 +0000 2021"," RT @MarketUrbanism: The city could encourage this by allowing developers to fully deduct package rooms from zoned floor area (great idea!).…",https://twitter.com/madrid4nyc/statuses/1389975892949090307,14,0,"Twitter Web App"
madrid4nyc,"ID 1389971377768345600","Wed May 05 15:52:55 +0000 2021"," RT @billybinion: Four Texas cops hog-tied a man &amp; held him on the ground for 5-and-a-half minutes. He was not resisting, nor did he have a…",https://twitter.com/madrid4nyc/statuses/1389971377768345600,159,0,"Twitter Web App"
madrid4nyc,"ID 1389929128686768132","Wed May 05 13:05:02 +0000 2021"," huge worry, because if people don't stop leaving we may approach Manhattan's 1910 population peak of 2.2m -- we're currently at 1.6m -- when people shared the city with 100K horses, and buildings were under 6 stories.  

oh those halcyon days

https://t.co/ecmYif2A02",https://twitter.com/madrid4nyc/statuses/1389929128686768132,0,1,"Twitter Web App"
madrid4nyc,"ID 1389929127382237185","Wed May 05 13:05:02 +0000 2021"," oh i get it -- she wasn't insulting me, she must have meant don't be DENSITY, NYC is already too crowded https://t.co/YSoUVUqXDs",https://twitter.com/madrid4nyc/statuses/1389929127382237185,0,1,"Twitter Web App"
madrid4nyc,"ID 1389925512039051264","Wed May 05 12:50:40 +0000 2021"," meaning by the time @joebiden's chip committee get going, crisis may no longer be a crisis

if that is the case, hopefully they will have the wisdom to quietly disband without wasting lots of taxpayer money https://t.co/U7pOzVHc6L",https://twitter.com/madrid4nyc/statuses/1389925512039051264,0,1,"Twitter Web App"
